"PPG_Item_No","PPG_Cat","PPG_Item","MFG","Market","Retailer","Model_flag","PPG_Brand"
"ITEM1956DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 16LB","NPP","ROM","Family Dollar",2,"Purina One"
"ITEM1957DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 07LB","NPP","ROM","Family Dollar",2,"Purina One"
"ITEM1958DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 03.5LB","NPP","ROM","Family Dollar",2,"Purina One"
"ITEM1959DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 02.8LB","NPP","ROM","Family Dollar",1,"Purina One"
"ITEM1960DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 22LB","NPP","ROM","Family Dollar",1,"Purina One"
"ITEM1961DCPURINAONEML","Dry Cat","DC PURINA ONE ML 16LB","NPP","ROM","Family Dollar",2,"Purina One"
"ITEM1962DCPURINAONEML","Dry Cat","DC PURINA ONE ML 22LB","NPP","ROM","Family Dollar",2,"Purina One"
"ITEM1963DCPURINAONEML","Dry Cat","DC PURINA ONE ML 03.5LB","NPP","ROM","Family Dollar",2,"Purina One"
"ITEM1964DCPURINAONEML","Dry Cat","DC PURINA ONE ML 07LB","NPP","ROM","Family Dollar",2,"Purina One"
"ITEM1965DCPURINAONETRUINST","Dry Cat","DC PURINA ONE TRU INST 06.3LB","NPP","ROM","Family Dollar",1,"Purina One"
"ITEM1966DCPURINAONETRUINST","Dry Cat","DC PURINA ONE TRU INST 14.4LB","NPP","ROM","Family Dollar",1,"Purina One"
"ITEM1967DCPURINAONETRUINST","Dry Cat","DC PURINA ONE TRU INST 03.2LB","NPP","ROM","Family Dollar",1,"Purina One"
"ITEM20001DTBEGGINFUNSIZEMT","Dog Treats","DT BEGGIN FUN SIZE MT 15OZ","NPP","ROM","Family Dollar",1,"Beggin'"
"ITEM20PURINAONE","Wet Dog","DW PURINA ONE 13OZ","NPP","Retailer","Family Dollar",2,"Purina One"
"ITEM20PURINAONE","Wet Dog","DW PURINA ONE 13OZ","NPP","ROM","Family Dollar",2,"Purina One"
"ITEM228BEGGINMT","Dog Treats","DT BEGGIN MT 32OZ","NPP","ROM","Family Dollar",1,"Beggin'"
"ITEM237KITKABOODLE","Dry Cat","DC KIT KABOODLE 0.75-1.1LB","NPP","Retailer","Family Dollar",1,"Kit & Kaboodle"
"ITEM237KITKABOODLE","Dry Cat","DC KIT KABOODLE 0.75-1.1LB","NPP","ROM","Family Dollar",1,"Kit & Kaboodle"
"ITEM23ALPO","Wet Dog","DW ALPO 13.2OZ 12CT","NPP","Retailer","Family Dollar",0,"Alpo"
"ITEM23ALPO","Wet Dog","DW ALPO 13.2OZ 12CT","NPP","ROM","Family Dollar",1,"Alpo"
